first_player_current_score,second_player_current_score,current_score_difference,first_player_average_score,second_player_average_score,average_score_difference,first_player_rating,second_player_rating,rating_difference,first_player_number_of_bingos,second_player_number_of_bingos,first_player_average_number_of_bingos,second_player_average_number_of_bingos,number_of_tiles_left,first_player_number_of_turns,second_player_number_of_turns,progress,first_player_rack_blanks,second_player_rack_blanks,first_player_rack_value,second_player_rack_value,final_turn,actual_outcome,predicted_outcome,first_player_probability,second_player_probability
105,105,0,15,15,0,1030,998,32,0,0,0,0,48,7,7,0.770833,0,0,7,15,false,false,false,0.437,0.563
226,245,-19,18.833333,20.416667,-19,576,602,-26,0,0,0,0,23,12,12,1.826087,1,0,6,11,false,false,false,0.079,0.921
258,307,-49,17.2,21.928571,-49,1078,1095,-17,1,1,0.066667,0.071429,2,15,14,18.5,0,0,9,19,false,false,false,0,1
93,110,-17,23.25,36.666667,-17,1399,1210,189,0,1,0,0.333333,70,4,3,0.5,0,1,8,11,false,false,false,0.069,0.931
55,83,-28,27.5,41.5,-28,1093,1100,-7,0,0,0,0,78,2,2,0.448718,0,1,11,8,false,false,false,0.123,0.877
321,364,-43,16.894737,19.157895,-43,1439,1428,11,0,0,0,0,-14,19,19,-2.857143,1,0,2,1,false,false,false,0.013,0.987
163,221,-58,16.3,24.555556,-58,700,820,-120,0,1,0,0.111111,32,10,9,1.1875,1,0,22,10,false,false,false,0.069,0.931
288,286,2,20.571429,22,2,971,800,171,0,1,0,0.076923,-11,14,13,-2.636364,0,0,4,6,false,false,false,0.009,0.991
27,62,-35,9,20.666667,-35,1368,1452,-84,0,0,0,0,85,3,3,0.376471,1,0,7,12,false,false,false,0.149,0.851
219,258,-39,18.25,21.5,-39,1488,1403,85,0,1,0,0.083333,9,12,12,3.777778,0,0,10,22,false,false,false,0.006,0.994
85,125,-40,17,25,-40,653,820,-167,0,0,0,0,61,5,5,0.622951,0,0,14,20,false,false,false,0.178,0.822
323,395,-72,16.15,20.789474,-72,480,739,-259,1,0,0.05,0,-18,20,19,-2.166667,0,0,1,1,true,false,false,0,1
37,49,-12,12.333333,16.333333,-12,278,1,277,0,0,0,0,72,3,3,0.513889,0,0,14,9,false,false,true,0.673,0.327
117,130,-13,23.4,26,-13,1556,1513,43,0,0,0,0,58,5,5,0.534483,2,0,9,14,false,false,true,0.899,0.101
205,304,-99,20.5,33.777778,-99,1334,1486,-152,2,1,0.2,0.111111,31,10,9,0.935484,0,0,8,14,false,false,false,0,1
352,390,-38,18.526316,21.666667,-38,700,820,-120,0,1,0,0.055556,-26,19,18,-1.461538,0,0,2,3,false,false,false,0,1
83,104,-21,16.6,20.8,-21,402,448,-46,0,0,0,0,66,5,5,0.560606,0,1,16,8,false,false,false,0.074,0.926
96,173,-77,24,57.666667,-77,1556,1656,-100,0,1,0,0.333333,66,4,3,0.454545,0,0,9,11,false,false,false,0.182,0.818
146,167,-21,14.6,16.7,-21,361,413,-52,0,0,0,0,35,10,10,1.171429,1,0,11,11,false,false,true,0.609,0.391
91,268,-177,11.375,33.5,-177,940,947,-7,0,2,0,0.25,39,8,8,0.897436,0,0,8,25,false,false,false,0,1
66,17,49,33,17,49,1495,1531,-36,0,0,0,0,90,2,1,0.411111,0,0,11,14,false,false,true,0.712,0.288
186,151,35,20.666667,16.777778,35,1281,1268,13,0,0,0,0,40,9,9,1.05,0,0,7,13,false,false,true,0.771,0.229
93,116,-23,13.285714,16.571429,-23,163,346,-183,0,0,0,0,49,7,7,0.795918,0,1,7,15,false,false,false,0.029,0.971
167,170,-3,27.833333,28.333333,-3,1071,1065,6,0,0,0,0,46,6,6,0.673913,0,0,22,20,false,false,true,0.545,0.455
216,364,-148,9.818182,16.545455,-148,651,996,-345,0,2,0,0.090909,-36,22,22,-1.25,0,0,4,2,false,false,false,0,1
197,294,-97,24.625,36.75,-97,1415,1361,54,0,1,0,0.125,35,8,8,0.885714,0,0,15,20,false,false,false,0,1
180,209,-29,18,20.9,-29,1021,1094,-73,1,0,0.1,0,34,10,10,1.088235,1,0,9,11,false,false,false,0.42,0.58
96,139,-43,16,23.166667,-43,518,461,57,0,0,0,0,59,6,6,0.610169,1,1,15,11,false,false,false,0.006,0.994
216,311,-95,14.4,20.733333,-95,913,1037,-124,0,2,0,0.133333,14,15,15,2.928571,0,1,20,11,false,false,false,0,1
138,148,-10,17.25,18.5,-10,561,688,-127,0,0,0,0,50,8,8,0.92,0,0,13,7,false,false,false,0.263,0.737
195,300,-105,32.5,50,-105,2010,2219,-209,1,0,0.166667,0,46,6,6,0.565217,0,0,15,9,false,false,false,0,1
338,387,-49,16.9,19.35,-49,1164,1261,-97,0,1,0,0.05,-19,20,20,-2.210526,0,0,6,4,false,false,false,0,1
179,201,-22,17.9,22.333333,-22,451,448,3,0,0,0,0,37,10,9,1,0,0,7,12,false,false,false,0.038,0.962
184,290,-106,12.266667,19.333333,-106,977,1100,-123,0,1,0,0.066667,14,15,15,2.928571,0,1,9,18,false,false,false,0,1
133,117,16,22.166667,23.4,16,1003,1004,-1,0,0,0,0,66,6,5,0.530303,0,0,18,8,false,false,true,0.673,0.327
52,48,4,17.333333,24,4,1408,1539,-131,0,0,0,0,80,3,2,0.425,0,1,13,6,false,false,false,0.28,0.72
265,283,-18,29.444444,31.444444,-18,1047,1127,-80,0,1,0,0.111111,20,9,9,1.35,0,0,14,14,false,false,false,0.225,0.775
149,218,-69,24.833333,36.333333,-69,1331,1432,-101,0,0,0,0,42,6,6,0.642857,0,0,11,7,false,false,false,0.203,0.797
146,141,5,16.222222,17.625,5,1312,1334,-22,0,0,0,0,39,9,8,1,0,0,24,7,false,false,true,0.605,0.395
75,181,-106,12.5,30.166667,-106,1454,1479,-25,0,0,0,0,57,6,6,0.54386,1,0,8,9,false,false,false,0.019,0.981
182,196,-14,18.2,19.6,-14,599,448,151,0,0,0,0,31,10,10,1.16129,0,0,10,9,false,false,false,0.234,0.766
269,250,19,22.416667,22.727273,19,1305,1194,111,1,0,0.083333,0,16,12,11,2.0625,0,0,18,7,false,false,true,0.593,0.407
33,44,-11,11,14.666667,-11,771,668,103,0,0,0,0,77,3,3,0.493506,1,0,10,10,false,false,true,0.678,0.322
276,329,-53,14.526316,18.277778,-53,814,830,-16,0,0,0,0,-22,19,18,-1.863636,0,0,6,5,false,false,false,0,1
314,342,-28,19.625,21.375,-28,1043,1003,40,0,1,0,0.0625,-5,16,16,-7.6,0,0,11,12,false,false,false,0,1
18,34,-16,18,34,-16,1102,1245,-143,0,0,0,0,91,1,1,0.318681,0,0,12,23,false,false,false,0.241,0.759
62,59,3,20.666667,19.666667,3,653,820,-167,0,0,0,0,74,3,3,0.513514,0,0,7,19,false,false,false,0.251,0.749
189,291,-102,11.8125,18.1875,-102,595,662,-67,0,1,0,0.0625,-1,16,16,-44,0,0,16,11,false,false,false,0,1
388,306,82,32.333333,27.818182,82,1777,1689,88,1,1,0.083333,0.090909,3,12,11,9,0,1,9,9,false,false,true,1,0
75,121,-46,18.75,30.25,-46,1167,1245,-78,0,0,0,0,64,4,4,0.359375,0,0,10,12,false,false,false,0.286,0.714
194,291,-97,11.411765,18.1875,-97,595,662,-67,0,1,0,0.0625,-3,17,16,-14.666667,0,0,16,11,false,false,false,0,1
78,110,-32,13,22,-32,818,826,-8,0,0,0,0,72,6,5,0.736111,1,1,6,16,false,false,false,0.002,0.998
307,359,-52,18.058824,21.117647,-52,668,771,-103,0,0,0,0,-8,17,17,-5,0,1,1,2,false,false,false,0,1
221,442,-221,18.416667,36.833333,-221,1556,1656,-100,0,2,0,0.166667,1,12,12,30,1,0,17,8,false,false,false,0,1
235,316,-81,18.076923,24.307692,-81,721,757,-36,0,2,0,0.153846,9,13,13,4.222222,0,0,10,19,false,false,false,0,1
167,160,7,20.875,20,7,785,892,-107,0,0,0,0,45,8,8,0.822222,0,0,14,11,false,false,false,0.286,0.714
46,58,-12,15.333333,29,-12,952,826,126,0,0,0,0,86,3,2,0.5,0,0,7,10,false,false,false,0.256,0.744
203,219,-16,25.375,27.375,-16,801,679,122,1,0,0.125,0,31,8,8,0.935484,0,0,15,12,false,false,true,0.646,0.354
286,371,-85,13,17.666667,-85,595,412,183,0,1,0,0.047619,-16,22,21,-3.25,0,0,10,11,false,false,false,0,1
129,174,-45,12.9,17.4,-45,970,1030,-60,0,0,0,0,31,10,10,1.290323,0,0,24,8,false,false,false,0.135,0.865
182,218,-36,18.2,21.8,-36,771,668,103,0,0,0,0,24,10,10,1.583333,0,0,7,24,false,false,false,0.195,0.805
151,141,10,18.875,20.142857,10,742,868,-126,0,0,0,0,49,8,7,0.673469,0,0,13,11,false,false,false,0.255,0.745
261,314,-53,13.05,16.526316,-53,951,976,-25,0,0,0,0,-17,20,19,-2.588235,0,0,3,5,false,false,false,0,1
263,267,-4,14.611111,15.705882,-4,797,796,1,0,0,0,0,2,18,17,24.5,1,0,8,17,false,false,false,0.216,0.784
28,16,12,28,16,12,804,1074,-270,0,0,0,0,92,1,1,0.347826,0,0,14,18,false,false,false,0.252,0.748
114,151,-37,14.25,18.875,-37,907,878,29,0,0,0,0,58,8,8,0.741379,0,0,15,9,false,false,false,0.052,0.948
156,167,-11,13,15.181818,-11,306,302,4,0,0,0,0,25,12,11,1.64,0,0,7,22,false,false,false,0.139,0.861
171,221,-50,21.375,31.571429,-50,835,786,49,0,0,0,0,34,8,7,1,0,0,20,16,false,false,false,0.175,0.825
265,325,-60,24.090909,32.5,-60,1554,1685,-131,0,1,0,0.1,23,11,10,1.391304,0,1,10,7,false,false,false,0,1
197,198,-1,17.909091,19.8,-1,1302,1351,-49,0,0,0,0,32,11,10,1.15625,0,0,12,12,false,false,false,0.135,0.865
317,326,-9,17.611111,18.111111,-9,785,892,-107,0,0,0,0,-18,18,18,-2.055556,0,0,1,2,false,false,false,0.222,0.778
333,347,-14,13.875,15.086957,-14,430,542,-112,0,1,0,0.043478,-33,24,23,-1.454545,0,0,1,1,false,false,false,0,1
53,54,-1,17.666667,27,-1,999,1283,-284,0,0,0,0,81,3,2,0.407407,0,1,21,16,false,false,false,0.2,0.8
203,254,-51,11.941176,14.941176,-51,808,749,59,0,0,0,0,-10,17,17,-4.2,0,0,15,8,false,false,false,0.001,0.999
78,61,17,11.142857,10.166667,17,670,576,94,0,0,0,0,55,7,6,0.745455,0,0,22,10,false,false,true,0.74,0.26
280,347,-67,16.470588,21.6875,-67,503,527,-24,0,1,0,0.0625,-24,17,16,-1.375,0,0,1,3,true,false,false,0,1
152,129,23,25.333333,21.5,23,1770,1745,25,1,0,0.166667,0,62,6,6,0.532258,0,0,7,20,false,false,true,0.685,0.315
213,191,22,26.625,27.285714,22,1167,1245,-78,1,0,0.125,0,27,8,7,0.851852,0,0,10,13,false,false,true,0.684,0.316
287,413,-126,17.9375,25.8125,-126,1038,917,121,1,2,0.0625,0.125,-14,16,16,-2.5,0,0,6,2,false,false,false,0,1
265,337,-72,14.722222,18.722222,-72,1432,1452,-20,0,1,0,0.055556,-17,18,18,-2.117647,1,0,1,9,true,false,false,0,1
218,235,-17,15.571429,16.785714,-17,999,1165,-166,0,0,0,0,18,14,14,2.555556,1,1,15,9,false,false,false,0.197,0.803
206,270,-64,17.166667,22.5,-64,653,820,-167,0,0,0,0,9,12,12,4.222222,0,0,7,17,false,false,false,0,1
26,0,26,26,0,26,820,718,102,0,0,0,0,94,1,0,0.297872,0,0,20,0,false,false,true,0.703,0.297
206,258,-52,10.3,12.9,-52,542,390,152,0,0,0,0,-1,20,20,-50,1,0,6,17,false,false,false,0.003,0.997
122,93,29,24.4,23.25,29,1417,1482,-65,0,0,0,0,69,5,4,0.478261,0,0,23,10,false,false,true,0.683,0.317
289,311,-22,20.642857,22.214286,-22,1341,1606,-265,1,0,0.071429,0,-4,14,14,-8.25,0,0,22,5,false,false,false,0.029,0.971
32,25,7,16,25,7,840,1055,-215,0,0,0,0,88,2,1,0.397727,0,0,8,14,false,false,false,0.251,0.749
183,192,-9,12.2,13.714286,-9,391,542,-151,1,0,0.066667,0,10,15,14,4.6,0,0,7,20,false,false,false,0.283,0.717
166,190,-24,20.75,23.75,-24,1110,1123,-13,0,1,0,0.125,38,8,8,0.868421,0,0,9,19,false,false,false,0.201,0.799
155,90,65,31,18,65,1563,1539,24,0,0,0,0,59,5,5,0.59322,0,1,17,8,false,false,true,0.848,0.152
317,329,-12,13.208333,14.304348,-12,526,502,24,0,0,0,0,-36,24,23,-1.388889,0,0,13,13,false,false,false,0.269,0.731
60,37,23,20,18.5,23,664,786,-122,0,0,0,0,87,3,2,0.37931,0,0,19,10,false,false,false,0.257,0.743
229,337,-108,16.357143,25.923077,-108,1193,1177,16,0,1,0,0.076923,12,14,13,2.916667,1,0,6,9,false,false,false,0,1
281,218,63,25.545455,21.8,63,1373,1334,39,1,1,0.090909,0.1,28,11,10,1.142857,0,1,8,15,false,false,true,0.757,0.243
30,81,-51,15,40.5,-51,1439,1314,125,0,0,0,0,88,2,2,0.318182,0,0,19,8,false,false,false,0.201,0.799
14,71,-57,14,71,-57,1925,1885,40,0,0,0,0,88,1,1,0.284091,0,0,13,20,false,false,false,0.018,0.982
15,115,-100,3.75,28.75,-100,1422,1510,-88,0,1,0,0.25,81,4,4,0.481481,0,0,10,29,false,false,false,0.004,0.996
276,257,19,21.230769,21.416667,19,1305,1194,111,1,0,0.076923,0,12,13,12,2.75,0,0,16,7,false,false,true,0.576,0.424
201,283,-82,22.333333,31.444444,-82,1021,897,124,0,2,0,0.222222,27,9,9,1.37037,0,0,21,13,false,false,false,0,1
227,309,-82,18.916667,28.090909,-82,1101,1115,-14,0,0,0,0,16,12,11,1.875,0,1,9,14,false,false,false,0,1
50,48,2,16.666667,24,2,1229,1220,9,0,0,0,0,81,3,2,0.45679,0,1,10,13,false,false,true,0.586,0.414
45,80,-35,11.25,20,-35,653,1004,-351,0,0,0,0,72,4,4,0.402778,0,0,8,13,false,false,false,0.251,0.749
337,324,13,16.85,17.052632,13,1193,1220,-27,1,0,0.05,0,-19,20,19,-2.263158,0,0,7,6,false,false,true,0.998,0.002
214,254,-40,21.4,25.4,-40,1101,1237,-136,1,0,0.1,0,26,10,10,1.307692,1,0,6,13,false,false,false,0.032,0.968
255,301,-46,13.421053,16.722222,-46,925,1000,-75,0,0,0,0,-14,19,18,-3.142857,0,1,13,5,false,false,false,0,1
138,183,-45,15.333333,20.333333,-45,1302,1351,-49,0,0,0,0,39,9,9,0.948718,0,0,16,15,false,false,false,0.129,0.871
73,109,-36,10.428571,18.166667,-36,1064,1397,-333,0,1,0,0.166667,78,7,6,0.551282,1,0,16,11,false,false,false,0.16,0.84
343,442,-99,24.5,31.571429,-99,1770,1751,19,0,1,0,0.071429,-15,14,14,-1.933333,0,0,1,2,false,false,false,0,1
107,128,-21,15.285714,21.333333,-21,840,1055,-215,0,0,0,0,58,7,6,0.603448,0,1,10,8,false,false,false,0.211,0.789
181,305,-124,9.05,15.25,-124,818,826,-8,0,0,0,0,-10,20,20,-5.3,0,0,9,14,false,false,false,0,1
231,252,-21,15.4,18,-21,402,448,-46,0,0,0,0,3,15,14,12.333333,0,1,20,12,false,false,false,0.019,0.981
233,293,-60,19.416667,24.416667,-60,1047,1253,-206,1,1,0.083333,0.083333,20,12,12,1.85,1,0,9,12,false,false,false,0.172,0.828
28,8,20,14,8,20,970,1030,-60,0,0,0,0,89,2,1,0.449438,0,1,29,10,false,false,false,0.262,0.738
60,54,6,15,13.5,6,814,830,-16,0,0,0,0,72,4,4,0.569444,0,0,10,11,false,false,true,0.65,0.35
85,152,-67,17,38,-67,732,868,-136,0,1,0,0.25,67,5,4,0.477612,0,0,10,17,false,false,false,0.038,0.962
83,71,12,9.222222,8.875,12,925,1000,-75,0,0,0,0,47,9,8,0.93617,0,1,11,20,false,false,false,0.081,0.919
281,294,-13,20.071429,22.615385,-13,1245,1148,97,0,0,0,0,-2,14,13,-17.5,0,0,15,7,false,false,false,0.188,0.812
336,411,-75,19.764706,24.176471,-75,991,1063,-72,0,1,0,0.058824,-14,17,17,-2.714286,0,0,3,7,false,false,false,0,1
173,144,29,19.222222,16,29,742,594,148,0,0,0,0,40,9,9,0.975,0,1,24,10,false,false,true,0.898,0.102
231,253,-22,14.4375,15.8125,-22,925,1000,-75,0,0,0,0,2,16,16,22,0,1,15,8,false,false,false,0.461,0.539
148,163,-15,16.444444,18.111111,-15,1203,1270,-67,0,0,0,0,48,9,9,0.916667,1,0,11,11,false,false,false,0.077,0.923
368,394,-26,20.444444,21.888889,-26,1093,1173,-80,1,1,0.055556,0.055556,-16,18,18,-2.6875,0,0,4,5,false,false,false,0.001,0.999
218,330,-112,18.166667,27.5,-112,1315,1334,-19,0,2,0,0.166667,13,12,12,2.769231,0,0,11,19,false,false,false,0,1
121,240,-119,15.125,30,-119,726,818,-92,0,1,0,0.125,42,8,8,0.833333,0,0,14,9,false,false,false,0,1
0,0,0,0,0,0,795,786,9,0,0,0,0,100,1,0,0.38,0,0,10,0,false,false,false,0.289,0.711
51,67,-16,12.75,16.75,-16,1269,1477,-208,0,0,0,0,77,4,4,0.454545,0,0,7,14,false,false,false,0.246,0.754
35,148,-113,8.75,37,-113,760,976,-216,0,1,0,0.25,69,4,4,0.521739,0,0,15,19,false,false,false,0,1
70,61,9,11.666667,10.166667,9,670,576,94,0,0,0,0,58,6,6,0.706897,0,0,19,10,false,false,true,0.768,0.232
349,288,61,31.727273,28.8,61,1777,1689,88,1,1,0.090909,0.1,10,11,10,2.7,0,1,18,11,false,false,true,1,0
55,107,-52,9.166667,21.4,-52,1368,1452,-84,0,0,0,0,69,6,5,0.463768,1,0,14,26,false,false,false,0.039,0.961
158,153,5,14.363636,13.909091,5,808,749,59,0,0,0,0,19,11,11,2.210526,0,0,16,10,false,false,true,0.673,0.327
12,25,-13,12,25,-13,999,1283,-284,0,0,0,0,93,1,1,0.354839,1,1,19,16,false,false,false,0.041,0.959
87,96,-9,14.5,19.2,-9,1176,1211,-35,0,0,0,0,55,6,5,0.6,1,0,9,14,false,false,true,0.618,0.382
120,204,-84,20,40.8,-84,1576,1556,20,0,1,0,0.2,54,6,5,0.555556,0,0,18,13,false,false,false,0.018,0.982
343,411,-68,19.055556,24.176471,-68,991,1063,-72,0,1,0,0.058824,-16,18,17,-2.375,0,0,1,7,false,false,false,0,1
18,19,-1,18,19,-1,1777,1500,277,0,0,0,0,90,1,1,0.311111,1,0,8,20,false,false,true,0.608,0.392
237,332,-95,18.230769,25.538462,-95,1349,1203,146,0,1,0,0.076923,15,13,13,2.133333,0,1,13,15,false,false,false,0,1
194,87,107,27.714286,14.5,107,1188,1334,-146,1,0,0.142857,0,47,7,6,0.638298,0,1,10,12,false,false,false,0.498,0.502
106,94,12,26.5,23.5,12,1495,1531,-36,0,0,0,0,73,4,4,0.506849,0,0,12,8,false,false,true,0.68,0.32
52,128,-76,13,32,-76,1195,1397,-202,0,1,0,0.25,72,4,4,0.555556,0,0,7,13,false,false,false,0.039,0.961
181,291,-110,22.625,36.375,-110,1636,1727,-91,0,2,0,0.25,33,8,8,0.909091,1,0,13,20,false,false,false,0.022,0.978
146,238,-92,9.733333,15.866667,-92,818,826,-8,0,0,0,0,24,15,15,2.208333,1,0,6,24,false,false,false,0,1
41,39,2,8.2,9.75,2,1037,1016,21,0,0,0,0,80,5,4,0.725,0,1,7,8,false,false,false,0.173,0.827
157,233,-76,15.7,23.3,-76,452,698,-246,0,1,0,0.1,31,10,10,1.322581,0,0,19,11,false,false,false,0,1
181,200,-19,25.857143,33.333333,-19,724,398,326,1,1,0.142857,0.166667,52,7,6,0.75,0,0,8,9,false,false,false,0.237,0.763
255,270,-15,18.214286,20.769231,-15,1488,1403,85,0,1,0,0.076923,0,14,13,0,1,0,23,21,false,false,false,0.099,0.901
219,340,-121,19.909091,30.909091,-121,1334,1486,-152,2,1,0.181818,0.090909,22,11,11,1.318182,0,0,8,14,false,false,false,0,1
131,200,-69,26.2,50,-69,1925,1885,40,1,1,0.2,0.25,55,5,4,0.454545,0,0,8,14,false,false,false,0.006,0.994
275,356,-81,19.642857,27.384615,-81,1583,1403,180,0,0,0,0,0,14,13,0,0,0,4,8,false,false,false,0,1
191,224,-33,12.733333,16,-33,668,363,305,0,0,0,0,19,15,14,2.473684,1,1,9,9,false,false,false,0.002,0.998
262,353,-91,16.375,22.0625,-91,889,895,-6,0,1,0,0.0625,-5,16,16,-7.4,0,1,11,13,false,false,false,0,1
79,72,7,26.333333,24,7,921,1045,-124,0,0,0,0,78,3,3,0.448718,0,0,11,10,false,false,false,0.258,0.742
73,39,34,24.333333,19.5,34,1691,1510,181,0,0,0,0,81,3,2,0.37037,0,0,17,12,false,false,true,0.692,0.308
69,121,-52,11.5,20.166667,-52,913,1037,-124,0,1,0,0.166667,71,6,6,0.577465,0,0,29,9,false,false,false,0.048,0.952
226,272,-46,13.294118,16,-46,526,502,24,0,0,0,0,0,17,17,0,0,0,20,19,false,false,false,0,1
168,174,-6,12.923077,14.5,-6,163,346,-183,0,0,0,0,15,13,12,2.6,0,0,10,7,false,false,true,0.6,0.4
242,395,-153,17.285714,30.384615,-153,1045,1100,-55,0,1,0,0.076923,5,14,13,6.8,1,0,14,12,false,false,false,0,1
154,140,14,22,20,14,1257,1176,81,1,0,0.142857,0,57,7,7,0.596491,1,1,15,9,false,false,false,0.468,0.532
54,41,13,18,20.5,13,785,892,-107,0,0,0,0,81,3,2,0.45679,1,0,12,10,false,false,false,0.266,0.734
254,298,-44,18.142857,22.923077,-44,1078,1095,-17,1,1,0.071429,0.076923,10,14,13,3.7,0,0,7,10,false,false,false,0,1
301,306,-5,20.066667,21.857143,-5,1043,1003,40,0,1,0,0.071429,3,15,14,12.666667,0,0,11,9,false,false,true,0.561,0.439
121,97,24,30.25,24.25,24,1078,1095,-17,1,0,0.25,0,68,4,4,0.544118,0,1,16,15,false,false,false,0.173,0.827
245,288,-43,11.666667,13.714286,-43,668,363,305,0,0,0,0,-20,21,21,-2.35,0,0,11,2,false,false,false,0,1
32,9,23,10.666667,4.5,23,1176,1133,43,0,0,0,0,88,3,2,0.386364,2,0,9,23,false,false,true,0.985,0.015
95,97,-2,19,19.4,-2,1331,1374,-43,0,0,0,0,59,5,5,0.559322,0,0,14,16,false,false,true,0.647,0.353
39,41,-2,13,13.666667,-2,306,361,-55,0,0,0,0,76,3,3,0.473684,0,1,16,16,false,false,false,0.252,0.748
263,291,-28,14.611111,17.117647,-28,1040,1091,-51,0,0,0,0,-10,18,17,-4.7,0,0,13,12,false,false,false,0,1
170,151,19,24.285714,25.166667,19,1102,1245,-143,0,0,0,0,44,7,6,0.659091,0,0,15,8,false,false,true,0.587,0.413
257,267,-10,19.769231,22.25,-10,985,1062,-77,0,0,0,0,12,13,12,3.083333,1,0,13,9,false,false,false,0.256,0.744
44,74,-30,14.666667,24.666667,-30,668,771,-103,0,0,0,0,75,3,3,0.533333,0,0,14,20,false,false,false,0.233,0.767
362,359,3,16.454545,17.095238,3,907,910,-3,0,1,0,0.047619,-20,22,21,-2.15,0,0,6,4,true,false,true,0.54,0.46
332,423,-91,22.133333,30.214286,-91,1537,1539,-2,0,1,0,0.071429,-9,15,14,-3.777778,0,1,5,9,false,false,false,0,1
54,100,-46,10.8,25,-46,343,570,-227,0,0,0,0,60,5,4,0.6,0,0,19,9,false,false,false,0.241,0.759
89,155,-66,17.8,31,-66,1315,1331,-16,0,0,0,0,62,5,5,0.532258,2,0,13,15,false,false,false,0.175,0.825
158,145,13,14.363636,14.5,13,808,749,59,0,0,0,0,23,11,10,1.826087,0,0,16,7,false,false,true,0.672,0.328
324,475,-151,24.923077,36.538462,-151,1586,1633,-47,1,1,0.076923,0.076923,6,13,13,5.666667,0,0,11,10,false,false,false,0,1
68,160,-92,13.6,40,-92,595,412,183,0,1,0,0.25,69,5,4,0.753623,0,1,15,10,false,false,false,0.002,0.998
117,102,15,19.5,20.4,15,1495,1597,-102,0,0,0,0,63,6,5,0.507937,0,1,10,18,false,false,false,0.089,0.911
268,442,-174,14.888889,24.555556,-174,1422,1510,-88,0,2,0,0.111111,-12,18,18,-3.25,0,0,9,2,false,false,false,0,1
241,274,-33,17.214286,19.571429,-33,785,892,-107,0,0,0,0,12,14,14,3.083333,0,1,14,9,false,false,false,0.072,0.928
155,117,38,38.75,29.25,38,824,830,-6,1,0,0.25,0,67,4,4,0.656716,0,0,9,16,false,false,true,0.75,0.25
145,190,-45,20.714286,27.142857,-45,964,1003,-39,0,1,0,0.142857,51,7,7,0.764706,0,0,10,9,false,false,false,0.194,0.806
41,18,23,20.5,18,23,971,800,171,0,0,0,0,85,2,1,0.341176,0,1,13,7,false,false,true,0.696,0.304
249,296,-47,22.636364,29.6,-47,1274,1394,-120,0,1,0,0.1,14,11,10,2.142857,0,0,17,23,false,false,false,0.003,0.997
317,329,-12,12.68,13.16,-12,526,502,24,0,0,0,0,-36,25,25,-1.388889,0,0,13,13,true,false,true,0.959,0.041
82,117,-35,13.666667,23.4,-35,342,263,79,0,0,0,0,59,6,5,0.576271,0,1,8,10,false,false,false,0.004,0.996
188,240,-52,15.666667,21.818182,-52,95,453,-358,0,0,0,0,24,12,11,1.625,0,0,10,22,false,false,false,0,1
126,90,36,31.5,22.5,36,1397,1405,-8,1,0,0.25,0,63,4,4,0.460317,0,0,14,19,false,false,true,0.721,0.279
105,127,-22,21,25.4,-22,921,1045,-124,0,0,0,0,64,5,5,0.546875,0,0,11,13,false,false,false,0.241,0.759
148,225,-77,13.454545,20.454545,-77,977,1100,-123,0,1,0,0.090909,36,11,11,1.138889,0,0,16,10,false,false,false,0.003,0.997
185,227,-42,13.214286,17.461538,-42,1278,1101,177,0,1,0,0.076923,21,14,13,1.761905,0,0,22,9,false,false,true,0.991,0.009
156,211,-55,17.333333,23.444444,-55,691,704,-13,0,1,0,0.111111,44,9,9,0.863636,0,0,11,10,false,false,false,0.048,0.952
191,244,-53,15.916667,22.181818,-53,450,427,23,0,1,0,0.090909,20,12,11,1.85,0,0,13,9,false,false,false,0.072,0.928
248,343,-95,20.666667,31.181818,-95,1636,1796,-160,0,0,0,0,4,12,11,6.75,0,1,7,6,false,false,false,0,1
51,63,-12,17,31.5,-12,1167,1245,-78,0,0,0,0,79,3,2,0.291139,0,0,8,21,false,false,false,0.15,0.85
78,151,-73,11.142857,21.571429,-73,651,567,84,0,0,0,0,52,7,7,1.057692,0,0,9,9,false,false,false,0.194,0.806
301,416,-115,17.705882,24.470588,-115,1038,917,121,1,2,0.058824,0.117647,-21,17,17,-1.666667,0,0,2,2,false,false,false,0,1
146,78,68,36.5,19.5,68,1373,1334,39,1,0,0.25,0,71,4,4,0.450704,0,0,14,10,false,false,true,0.862,0.138
110,161,-51,27.5,53.666667,-51,1164,1261,-97,0,1,0,0.333333,72,4,3,0.583333,0,0,25,12,false,false,false,0.201,0.799
73,142,-69,18.25,35.5,-69,976,995,-19,0,1,0,0.25,71,4,4,0.535211,0,0,11,16,false,false,false,0.199,0.801
26,0,26,26,0,26,1193,1220,-27,0,0,0,0,95,1,0,0.452632,1,0,10,0,false,false,true,0.701,0.299
147,84,63,18.375,12,63,675,570,105,0,0,0,0,47,8,7,0.744681,0,0,13,27,false,false,true,0.967,0.033
155,203,-48,17.222222,22.555556,-48,1161,1030,131,0,1,0,0.111111,34,9,9,1.117647,0,0,14,11,false,false,false,0.047,0.953
270,275,-5,15.882353,17.1875,-5,670,576,94,0,0,0,0,-7,17,16,-5.857143,0,0,4,7,false,false,true,0.511,0.489
86,217,-131,10.75,27.125,-131,1101,1130,-29,0,1,0,0.125,49,8,8,0.918367,0,1,8,7,false,false,false,0,1
32,35,-3,10.666667,17.5,-3,948,998,-50,0,0,0,0,79,3,2,0.468354,1,1,10,8,false,false,false,0.325,0.675
