"first_player_current_score","second_player_current_score","current_score_difference","first_player_average_score","second_player_average_score","average_score_difference","first_player_rating","second_player_rating","rating_difference","first_player_number_of_bingos","second_player_number_of_bingos","first_player_average_number_of_bingos","second_player_average_number_of_bingos","next_player","number_of_tiles_left","first_player_number_of_turns","second_player_number_of_turns","progress","first_player_rack_blanks","second_player_rack_blanks","first_player_rack_value","second_player_rack_value","final_turn","first_player_final_score","second_player_final_score","final_score_difference","actual_outcome","predicted_outcome","first_player_probability","second_player_probability"
324,340,-16,23.1428571428571,26.1538461538462,-16,1656,1580,76,1,1,0.0714285714285714,0.0769230769230769,"first_player",3,14,13,11,0,0,10,17,"false",321,380,-59,"false","false",0.315311690954186,0.684688309045814
324,354,-30,23.1428571428571,25.2857142857143,-30,1656,1580,76,1,1,0.0714285714285714,0.0714285714285714,"second_player",1,14,14,33,0,0,10,6,"false",321,380,-59,"false","false",0.354345667861149,0.645654332138851
331,362,-31,22.0666666666667,24.1333333333333,-31,1656,1580,76,1,1,0.0666666666666667,0.0666666666666667,"second_player",-5,15,15,-6.6,0,0,6,2,"false",321,380,-59,"false","false",0.370878064444927,0.629121935555073
331,362,-31,20.6875,24.1333333333333,-31,1656,1580,76,1,1,0.0625,0.0666666666666667,"first_player",-5,16,15,-6.6,0,0,6,2,"false",321,380,-59,"false","false",0.253923484717093,0.746076515282907
331,368,-37,19.4705882352941,23,-37,1656,1580,76,1,1,0.0588235294117647,0.0625,"first_player",-9,17,16,-3.66666666666667,0,0,6,2,"true",321,380,-59,"false","false",0.218579082069587,0.781420917930413
72,60,12,18,20,12,1310,1477,-167,0,0,0,0,"first_player",73,4,3,0.493150684931507,0,0,11,11,"false",294,308,-14,"false","false",0.385715100659615,0.614284899340385
72,75,-3,18,18.75,-3,1310,1477,-167,0,0,0,0,"second_player",70,4,4,0.514285714285714,0,0,11,8,"false",294,308,-14,"false","false",0.412977290650108,0.587022709349892
83,75,8,16.6,18.75,8,1310,1477,-167,0,0,0,0,"first_player",65,5,4,0.553846153846154,0,0,8,8,"false",294,308,-14,"false","false",0.363411792705767,0.636588207294233
83,80,3,16.6,16,3,1310,1477,-167,0,0,0,0,"second_player",62,5,5,0.580645161290323,0,0,8,8,"false",294,308,-14,"false","false",0.459280149698433,0.540719850301567
135,117,18,16.875,16.7142857142857,18,1310,1477,-167,0,0,0,0,"first_player",43,8,7,0.837209302325581,1,0,10,10,"false",294,308,-14,"false","true",0.579623461806613,0.420376538193387
150,146,4,16.6666666666667,18.25,4,1310,1477,-167,0,0,0,0,"first_player",36,9,8,1,1,0,7,10,"false",294,308,-14,"false","false",0.462661014425423,0.537338985574577
157,162,-5,15.7,18,-5,1310,1477,-167,0,0,0,0,"first_player",29,10,9,1.24137931034483,1,0,16,11,"false",294,308,-14,"false","false",0.430618356527798,0.569381643472202
179,191,-12,16.2727272727273,19.1,-12,1310,1477,-167,0,0,0,0,"first_player",23,11,10,1.56521739130435,1,0,12,10,"false",294,308,-14,"false","false",0.365404985892721,0.634595014107279
231,247,-16,17.7692307692308,19,-16,1310,1477,-167,0,0,0,0,"second_player",5,13,13,7.2,0,0,17,7,"false",294,308,-14,"false","false",0.371730638864441,0.628269361135559
248,247,1,17.7142857142857,19,1,1310,1477,-167,0,0,0,0,"first_player",1,14,13,36,0,0,17,7,"false",294,308,-14,"false","false",0.35881896781419,0.64118103218581
260,274,-14,17.3333333333333,19.5714285714286,-14,1310,1477,-167,0,0,0,0,"first_player",-8,15,14,-4.5,0,0,16,10,"false",294,308,-14,"false","false",0.274201910945427,0.725798089054573
260,282,-22,17.3333333333333,18.8,-22,1310,1477,-167,0,0,0,0,"second_player",-11,15,15,-3.27272727272727,0,0,16,7,"false",294,308,-14,"false","false",0.343888877433304,0.656111122566696
276,298,-22,17.25,18.625,-22,1310,1477,-167,0,0,0,0,"second_player",-20,16,16,-1.8,0,0,5,6,"false",294,308,-14,"false","false",0.316951966997666,0.683048033002334
284,298,-14,16.7058823529412,18.625,-14,1310,1477,-167,0,0,0,0,"first_player",-22,17,16,-1.63636363636364,0,0,3,6,"false",294,308,-14,"false","false",0.252028810223144,0.747971189776856
290,308,-18,16.1111111111111,18.1176470588235,-18,1310,1477,-167,0,0,0,0,"first_player",-27,18,17,-1.33333333333333,0,0,3,2,"false",294,308,-14,"false","false",0.238787327527699,0.761212672472301
290,308,-18,16.1111111111111,17.1111111111111,-18,1310,1477,-167,0,0,0,0,"second_player",-27,18,18,-1.33333333333333,0,0,3,2,"true",294,308,-14,"false","false",0.344683165170402,0.655316834829598
76,0,76,76,0,76,1762,1616,146,1,0,1,0,"first_player",93,1,0,0.32258064516129,0,0,17,0,"false",385,328,57,"true","true",0.851930048783926,0.148069951216074
76,26,50,76,26,50,1762,1616,146,1,0,1,0,"second_player",90,1,1,0.333333333333333,0,0,17,12,"false",385,328,57,"true","true",0.731379096850162,0.268620903149838
107,26,81,53.5,26,81,1762,1616,146,1,0,0.5,0,"first_player",87,2,1,0.344827586206897,0,0,10,12,"false",385,328,57,"true","true",0.862840197566772,0.137159802433228
107,51,56,53.5,25.5,56,1762,1616,146,1,0,0.5,0,"second_player",83,2,2,0.36144578313253,0,0,10,10,"false",385,328,57,"true","true",0.833612264712661,0.166387735287339
113,51,62,37.6666666666667,25.5,62,1762,1616,146,1,0,0.333333333333333,0,"first_player",79,3,2,0.379746835443038,0,0,11,10,"false",385,328,57,"true","true",0.802071445928299,0.197928554071701
113,72,41,37.6666666666667,24,41,1762,1616,146,1,0,0.333333333333333,0,"second_player",76,3,3,0.394736842105263,0,0,11,14,"false",385,328,57,"true","true",0.774662165749824,0.225337834250176
131,72,59,32.75,24,59,1762,1616,146,1,0,0.25,0,"first_player",70,4,3,0.428571428571429,0,0,10,14,"false",385,328,57,"true","true",0.79569453368227,0.20430546631773
131,86,45,32.75,21.5,45,1762,1616,146,1,0,0.25,0,"second_player",66,4,4,0.454545454545455,0,0,10,18,"false",385,328,57,"true","true",0.809825229265415,0.190174770734585
149,86,63,29.8,21.5,63,1762,1616,146,1,0,0.2,0,"first_player",61,5,4,0.491803278688525,0,0,7,18,"false",385,328,57,"true","true",0.81772440963139,0.18227559036861
227,124,103,37.8333333333333,24.8,103,1762,1616,146,2,0,0.333333333333333,0,"first_player",49,6,5,0.612244897959184,0,0,14,11,"false",385,328,57,"true","true",0.96019869001738,0.0398013099826197
252,145,107,36,24.1666666666667,107,1762,1616,146,2,0,0.285714285714286,0,"first_player",41,7,6,0.731707317073171,0,0,9,12,"false",385,328,57,"true","true",0.96535796582803,0.0346420341719703
262,209,53,32.75,26.125,53,1762,1616,146,2,0,0.25,0,"second_player",31,8,8,0.967741935483871,0,0,9,19,"false",385,328,57,"true","true",0.859438346162329,0.140561653837671
292,220,72,32.4444444444444,24.4444444444444,72,1762,1616,146,2,0,0.222222222222222,0,"second_player",23,9,9,1.30434782608696,0,0,7,17,"false",385,328,57,"true","true",0.929351307699564,0.0706486923004362
330,284,46,30,28.4,46,1762,1616,146,2,0,0.181818181818182,0,"first_player",13,11,10,2.30769230769231,1,0,7,8,"false",385,328,57,"true","true",0.849892962420312,0.150107037579688
330,296,34,30,26.9090909090909,34,1762,1616,146,2,0,0.181818181818182,0,"second_player",10,11,11,3,1,0,7,10,"false",385,328,57,"true","true",0.869883327920766,0.130116672079234
343,296,47,28.5833333333333,26.9090909090909,47,1762,1616,146,2,0,0.166666666666667,0,"first_player",7,12,11,4.28571428571429,1,0,7,10,"false",385,328,57,"true","true",0.854766525857495,0.145233474142505
351,305,46,27,25.4166666666667,46,1762,1616,146,2,0,0.153846153846154,0,"first_player",-1,13,12,-30,1,0,11,11,"false",385,328,57,"true","true",0.875080849665237,0.124919150334763
372,338,34,26.5714285714286,26,34,1762,1616,146,2,0,0.142857142857143,0,"first_player",-9,14,13,-3.33333333333333,1,0,2,4,"false",385,328,57,"true","true",0.807913940264719,0.192086059735281
372,338,34,26.5714285714286,24.1428571428571,34,1762,1616,146,2,0,0.142857142857143,0,"second_player",-9,14,14,-3.33333333333333,1,0,2,4,"false",385,328,57,"true","true",0.882261259926272,0.117738740073728
377,338,39,25.1333333333333,24.1428571428571,39,1762,1616,146,2,0,0.133333333333333,0,"first_player",-13,15,14,-2.30769230769231,1,0,2,4,"false",385,328,57,"true","true",0.834934945919207,0.165065054080793
377,338,39,25.1333333333333,22.5333333333333,39,1762,1616,146,2,0,0.133333333333333,0,"second_player",-13,15,15,-2.30769230769231,1,0,2,4,"true",385,328,57,"true","true",0.901185871780142,0.0988141282198576
34,29,5,34,29,5,1055,840,215,0,0,0,0,"second_player",91,1,1,0.395604395604396,0,1,13,15,"false",330,348,-18,"false","true",0.556516280733446,0.443483719266554
107,79,28,26.75,26.3333333333333,28,1055,840,215,0,0,0,0,"first_player",71,4,3,0.507042253521127,0,0,7,12,"false",330,348,-18,"false","true",0.685621049432291,0.314378950567709
127,147,-20,21.1666666666667,24.5,-20,1055,840,215,0,0,0,0,"second_player",53,6,6,0.679245283018868,0,0,7,12,"false",330,348,-18,"false","false",0.469083866177177,0.530916133822823
146,227,-81,18.25,28.375,-81,1055,840,215,0,1,0,0.125,"second_player",41,8,8,0.878048780487805,1,0,6,7,"false",330,348,-18,"false","false",0.214998759420142,0.785001240579858
160,235,-75,17.7777777777778,26.1111111111111,-75,1055,840,215,0,1,0,0.111111111111111,"second_player",36,9,9,1,1,0,8,7,"false",330,348,-18,"false","false",0.256741821804699,0.743258178195301
181,235,-54,18.1,26.1111111111111,-54,1055,840,215,0,1,0,0.111111111111111,"first_player",33,10,9,1.09090909090909,1,0,8,7,"false",330,348,-18,"false","false",0.281437588778365,0.718562411221635
212,263,-51,17.6666666666667,21.9166666666667,-51,1055,840,215,0,1,0,0.0833333333333333,"second_player",17,12,12,2.11764705882353,1,0,7,20,"false",330,348,-18,"false","false",0.388332430847301,0.611667569152699
241,275,-34,18.5384615384615,21.1538461538462,-34,1055,840,215,0,1,0,0.0769230769230769,"second_player",10,13,13,3.6,1,0,9,24,"false",330,348,-18,"false","true",0.512185358703683,0.487814641296317
258,275,-17,18.4285714285714,21.1538461538462,-17,1055,840,215,0,1,0,0.0769230769230769,"first_player",7,14,13,5.14285714285714,1,0,12,24,"false",330,348,-18,"false","true",0.522557291488129,0.477442708511871
258,275,-17,18.4285714285714,19.6428571428571,-17,1055,840,215,0,1,0,0.0714285714285714,"second_player",7,14,14,5.14285714285714,1,0,12,24,"false",330,348,-18,"false","true",0.643432498886014,0.356567501113986
296,335,-39,18.5,20.9375,-39,1055,840,215,0,1,0,0.0625,"second_player",-8,16,16,-4.5,0,0,8,9,"false",330,348,-18,"false","false",0.397010262032603,0.602989737967397
317,335,-18,18.6470588235294,20.9375,-18,1055,840,215,0,1,0,0.0625,"first_player",-11,17,16,-3.27272727272727,0,0,3,9,"false",330,348,-18,"false","false",0.406958237767414,0.593041762232586
317,348,-31,18.6470588235294,20.4705882352941,-31,1055,840,215,0,1,0,0.0588235294117647,"second_player",-14,17,17,-2.57142857142857,0,0,3,1,"false",330,348,-18,"false","false",0.461458070183459,0.538541929816541
328,348,-20,18.2222222222222,19.3333333333333,-20,1055,840,215,0,1,0,0.0555555555555556,"second_player",-18,18,18,-2,0,0,3,1,"true",330,348,-18,"false","true",0.54292514731905,0.45707485268095
48,45,3,24,22.5,3,1302,1082,220,0,0,0,0,"second_player",82,2,2,0.365853658536585,0,0,16,13,"false",344,291,53,"true","true",0.657908401213103,0.342091598786897
79,45,34,26.3333333333333,22.5,34,1302,1082,220,0,0,0,0,"first_player",77,3,2,0.38961038961039,0,0,10,13,"false",344,291,53,"true","true",0.735302009175275,0.264697990824725
101,81,20,25.25,20.25,20,1302,1082,220,0,0,0,0,"second_player",63,4,4,0.476190476190476,0,0,12,14,"false",344,291,53,"true","true",0.770734872697875,0.229265127302125
120,109,11,24,21.8,11,1302,1082,220,0,0,0,0,"second_player",55,5,5,0.545454545454545,0,0,17,12,"false",344,291,53,"true","true",0.736348378879361,0.263651621120639
148,109,39,24.6666666666667,21.8,39,1302,1082,220,0,0,0,0,"first_player",50,6,5,0.6,0,0,17,12,"false",344,291,53,"true","true",0.802251611524226,0.197748388475774
163,121,42,23.2857142857143,20.1666666666667,42,1302,1082,220,0,0,0,0,"first_player",43,7,6,0.697674418604651,0,0,17,9,"false",344,291,53,"true","true",0.827700269683582,0.172299730316418
191,166,25,21.2222222222222,20.75,25,1302,1082,220,0,0,0,0,"first_player",28,9,8,1.07142857142857,1,0,20,7,"false",344,291,53,"true","true",0.839751596122969,0.160248403877031
191,174,17,21.2222222222222,19.3333333333333,17,1302,1082,220,0,0,0,0,"second_player",25,9,9,1.2,1,0,20,7,"false",344,291,53,"true","true",0.879930145684085,0.120069854315915
227,174,53,22.7,19.3333333333333,53,1302,1082,220,0,0,0,0,"first_player",22,10,9,1.36363636363636,0,0,16,7,"false",344,291,53,"true","true",0.88095729282227,0.11904270717773
253,191,62,23,19.1,62,1302,1082,220,0,0,0,0,"first_player",15,11,10,2,0,0,10,9,"false",344,291,53,"true","true",0.900356961755273,0.0996430382447266
253,209,44,23,19,44,1302,1082,220,0,0,0,0,"second_player",12,11,11,2.5,0,0,10,12,"false",344,291,53,"true","true",0.893105191206902,0.106894808793098
305,241,64,23.4615384615385,20.0833333333333,64,1302,1082,220,0,0,0,0,"first_player",1,13,12,30,1,0,7,12,"false",344,291,53,"true","true",0.938337640938943,0.0616623590610568
326,259,67,23.2857142857143,19.9230769230769,67,1302,1082,220,0,0,0,0,"first_player",-8,14,13,-3.75,0,0,2,13,"false",344,291,53,"true","true",0.903517499523594,0.0964825004764065
332,291,41,22.1333333333333,20.7857142857143,41,1302,1082,220,0,0,0,0,"first_player",-16,15,14,-1.875,0,0,2,6,"false",344,291,53,"true","true",0.808467612126131,0.191532387873869
332,291,41,22.1333333333333,19.4,41,1302,1082,220,0,0,0,0,"second_player",-16,15,15,-1.875,0,0,2,6,"true",344,291,53,"true","true",0.882062953369485,0.117937046630515
24,46,-22,12,23,-22,1159,1051,108,0,0,0,0,"second_player",85,2,2,0.470588235294118,0,0,17,17,"false",341,309,32,"true","false",0.391915660632644,0.608084339367356
49,55,-6,12.25,13.75,-6,1159,1051,108,0,0,0,0,"second_player",76,4,4,0.526315789473684,0,0,23,17,"false",341,309,32,"true","true",0.55454765985485,0.44545234014515
84,60,24,14,12,24,1159,1051,108,0,0,0,0,"first_player",70,6,5,0.571428571428571,0,0,21,17,"false",341,309,32,"true","true",0.642332935022954,0.357667064977046
84,66,18,14,11,18,1159,1051,108,0,0,0,0,"second_player",68,6,6,0.588235294117647,0,0,21,17,"false",341,309,32,"true","true",0.717254729371191,0.282745270628809
133,122,11,16.625,15.25,11,1159,1051,108,0,0,0,0,"second_player",52,8,8,0.769230769230769,0,1,17,10,"false",341,309,32,"true","true",0.585154963263166,0.414845036736834
183,156,27,18.3,15.6,27,1159,1051,108,0,0,0,0,"second_player",38,10,10,1.05263157894737,0,0,12,12,"false",341,309,32,"true","true",0.761679562455561,0.238320437544439
236,177,59,19.6666666666667,16.0909090909091,59,1159,1051,108,0,0,0,0,"first_player",28,12,11,1.42857142857143,0,0,11,11,"false",341,309,32,"true","true",0.83957442009652,0.16042557990348
236,203,33,19.6666666666667,16.9166666666667,33,1159,1051,108,0,0,0,0,"second_player",25,12,12,1.6,0,0,11,9,"false",341,309,32,"true","true",0.797648682467542,0.202351317532458
258,203,55,19.8461538461538,16.9166666666667,55,1159,1051,108,0,0,0,0,"first_player",22,13,12,1.81818181818182,0,0,12,9,"false",341,309,32,"true","true",0.8251391596367,0.1748608403633
265,226,39,18.9285714285714,17.3846153846154,39,1159,1051,108,0,0,0,0,"first_player",14,14,13,2.85714285714286,0,0,9,10,"false",341,309,32,"true","true",0.728959847433901,0.271040152566099
265,255,10,18.9285714285714,18.2142857142857,10,1159,1051,108,0,0,0,0,"second_player",9,14,14,4.44444444444444,0,0,9,7,"false",341,309,32,"true","true",0.659845420203424,0.340154579796576
300,275,25,17.6470588235294,17.1875,25,1159,1051,108,0,0,0,0,"first_player",-5,17,16,-8,1,0,5,13,"false",341,309,32,"true","true",0.735787455171589,0.264212544828411
333,319,14,17.5263157894737,16.7894736842105,14,1159,1051,108,0,0,0,0,"second_player",-22,19,19,-1.81818181818182,0,0,3,1,"false",341,309,32,"true","true",0.697849542501302,0.302150457498698
0,0,0,0,0,0,1270,1348,-78,0,0,0,0,"first_player",100,1,0,0.38,0,0,13,0,"false",346,314,32,"true","false",0.391737711334839,0.608262288665161
23,10,13,11.5,10,13,1270,1348,-78,0,0,0,0,"first_player",93,2,1,0.408602150537634,0,0,14,12,"false",346,314,32,"true","false",0.447489724197565,0.552510275802435
23,15,8,11.5,7.5,8,1270,1348,-78,0,0,0,0,"second_player",91,2,2,0.417582417582418,0,0,14,9,"false",346,314,32,"true","true",0.551638971502355,0.448361028497645
98,43,55,24.5,10.75,55,1270,1348,-78,0,0,0,0,"second_player",74,4,4,0.513513513513513,1,0,13,18,"false",346,314,32,"true","true",0.901346644605884,0.0986533553941163
115,43,72,23,10.75,72,1270,1348,-78,0,0,0,0,"first_player",72,5,4,0.527777777777778,2,0,10,18,"false",346,314,32,"true","true",0.940680419080249,0.0593195809197513
115,69,46,23,13.8,46,1270,1348,-78,0,0,0,0,"second_player",69,5,5,0.550724637681159,2,0,10,16,"false",346,314,32,"true","true",0.917241979473424,0.0827580205265763
149,81,68,24.8333333333333,13.5,68,1270,1348,-78,0,0,0,0,"second_player",61,6,6,0.622950819672131,0,0,10,17,"false",346,314,32,"true","true",0.882361901172259,0.117638098827741
160,107,53,22.8571428571429,15.2857142857143,53,1270,1348,-78,0,0,0,0,"second_player",54,7,7,0.703703703703704,0,0,16,16,"false",346,314,32,"true","true",0.831490739312457,0.168509260687543
209,116,93,23.2222222222222,14.5,93,1270,1348,-78,0,0,0,0,"first_player",43,9,8,0.883720930232558,0,0,11,16,"false",346,314,32,"true","true",0.913355778231241,0.0866442217687591
221,220,1,22.1,22,1,1270,1348,-78,0,0,0,0,"second_player",32,10,10,1.1875,0,0,7,7,"false",346,314,32,"true","false",0.475090265478251,0.524909734521749
221,232,-11,20.0909090909091,21.0909090909091,-11,1270,1348,-78,0,0,0,0,"second_player",27,11,11,1.40740740740741,0,0,17,7,"false",346,314,32,"true","false",0.424068678490994,0.575931321509006
255,232,23,21.25,19.3333333333333,23,1270,1348,-78,0,0,0,0,"second_player",24,12,12,1.58333333333333,0,0,14,8,"false",346,314,32,"true","true",0.657045294360079,0.342954705639921
281,232,49,21.6153846153846,19.3333333333333,49,1270,1348,-78,0,0,0,0,"first_player",20,13,12,1.9,0,0,11,8,"false",346,314,32,"true","true",0.708566793981024,0.291433206018976
300,260,40,21.4285714285714,20,40,1270,1348,-78,0,0,0,0,"first_player",12,14,13,3.16666666666667,0,0,7,7,"false",346,314,32,"true","true",0.639018974267373,0.360981025732627
300,267,33,21.4285714285714,19.0714285714286,33,1270,1348,-78,0,0,0,0,"second_player",8,14,14,4.75,0,0,7,7,"false",346,314,32,"true","true",0.711331644665174,0.288668355334826
309,279,30,20.6,18.6,30,1270,1348,-78,0,0,0,0,"second_player",4,15,15,9.5,0,0,9,16,"false",346,314,32,"true","true",0.669159948691552,0.330840051308448
330,287,43,19.4117647058824,17.9375,43,1270,1348,-78,0,0,0,0,"first_player",-7,17,16,-5.42857142857143,0,0,4,16,"false",346,314,32,"true","true",0.640749182094376,0.359250817905624
330,292,38,19.4117647058824,17.1764705882353,38,1270,1348,-78,0,0,0,0,"second_player",-10,17,17,-3.8,0,0,4,14,"false",346,314,32,"true","true",0.728184513058457,0.271815486941543
338,314,24,17.7894736842105,16.5263157894737,24,1270,1348,-78,0,0,0,0,"second_player",-17,19,19,-2.23529411764706,0,0,2,4,"true",346,314,32,"true","true",0.649249458615572,0.350750541384428
14,0,14,14,0,14,306,169,137,0,0,0,0,"first_player",96,1,0,0.354166666666667,0,0,22,0,"false",338,285,53,"true","true",0.699488838408398,0.300511161591602
81,47,34,27,23.5,34,306,169,137,0,0,0,0,"first_player",81,3,2,0.419753086419753,0,0,12,10,"false",338,285,53,"true","true",0.734099872183432,0.265900127816568
103,58,45,25.75,19.3333333333333,45,306,169,137,0,0,0,0,"first_player",73,4,3,0.465753424657534,0,0,11,12,"false",338,285,53,"true","true",0.800772041984542,0.199227958015458
103,72,31,25.75,18,31,306,169,137,0,0,0,0,"second_player",70,4,4,0.485714285714286,0,1,11,12,"false",338,285,53,"true","true",0.747492545803356,0.252507454196644
142,72,70,28.4,18,70,306,169,137,0,0,0,0,"first_player",65,5,4,0.523076923076923,0,1,11,12,"false",338,285,53,"true","true",0.862730062555034,0.137269937444966
142,100,42,28.4,20,42,306,169,137,0,0,0,0,"second_player",62,5,5,0.548387096774194,0,1,11,15,"false",338,285,53,"true","true",0.802247994669351,0.197752005330649
202,150,52,25.25,18.75,52,306,169,137,0,0,0,0,"second_player",36,8,8,0.944444444444444,0,0,16,11,"false",338,285,53,"true","true",0.920945931596007,0.0790540684039931
239,170,69,23.9,18.8888888888889,69,306,169,137,0,0,0,0,"first_player",23,10,9,1.47826086956522,0,0,13,12,"false",338,285,53,"true","true",0.918681149726449,0.0813188502735515
278,208,70,25.2727272727273,20.8,70,306,169,137,0,0,0,0,"first_player",13,11,10,2.61538461538462,0,1,10,7,"false",338,285,53,"true","true",0.882069135712184,0.117930864287816
278,208,70,25.2727272727273,18.9090909090909,70,306,169,137,0,0,0,0,"second_player",13,11,11,2.61538461538462,0,1,10,7,"false",338,285,53,"true","true",0.933428188644849,0.066571811355151
288,208,80,24,18.9090909090909,80,306,169,137,0,0,0,0,"first_player",9,12,11,3.77777777777778,0,1,10,7,"false",338,285,53,"true","true",0.915350050600342,0.0846499493996582
288,228,60,24,19,60,306,169,137,0,0,0,0,"second_player",5,12,12,6.8,0,0,10,11,"false",338,285,53,"true","true",0.93763508649211,0.0623649135078901
296,228,68,22.7692307692308,19,68,306,169,137,0,0,0,0,"first_player",0,13,12,0,0,0,13,11,"false",338,285,53,"true","true",0.921840513551855,0.0781594864481449
308,237,71,22,18.2307692307692,71,306,169,137,0,0,0,0,"first_player",-8,14,13,-4.25,0,0,12,12,"false",338,285,53,"true","true",0.931105470114902,0.0688945298850976
308,256,52,22,18.2857142857143,52,306,169,137,0,0,0,0,"second_player",-11,14,14,-3.09090909090909,0,0,12,12,"false",338,285,53,"true","true",0.925870706631676,0.0741292933683241
334,285,49,20.875,17.8125,49,306,169,137,0,0,0,0,"second_player",-26,16,16,-1.30769230769231,0,0,1,1,"false",338,285,53,"true","true",0.918451618691449,0.0815483813085514
336,285,51,19.7647058823529,16.7647058823529,51,306,169,137,0,0,0,0,"second_player",-28,17,17,-1.21428571428571,0,0,1,1,"true",338,285,53,"true","true",0.922292974279271,0.0777070257207286
18,0,18,18,0,18,451,448,3,0,0,0,0,"first_player",96,1,0,0.385416666666667,0,0,22,0,"false",307,334,-27,"false","true",0.661673435077718,0.338326564922282
18,24,-6,18,24,-6,451,448,3,0,0,0,0,"second_player",94,1,1,0.393617021276596,0,1,22,6,"false",307,334,-27,"false","false",0.432458245068726,0.567541754931274
56,24,32,28,24,32,451,448,3,0,0,0,0,"first_player",92,2,1,0.402173913043478,0,1,16,6,"false",307,334,-27,"false","true",0.574378029921231,0.425621970078769
73,96,-23,14.6,19.2,-23,451,448,3,0,0,0,0,"second_player",71,5,5,0.52112676056338,0,1,13,12,"false",307,334,-27,"false","false",0.276557251137261,0.723442748862739
87,96,-9,14.5,19.2,-9,451,448,3,0,0,0,0,"first_player",66,6,5,0.560606060606061,0,1,13,12,"false",307,334,-27,"false","false",0.262752349722782,0.737247650277218
159,194,-35,17.6666666666667,24.25,-35,451,448,3,0,0,0,0,"first_player",43,9,8,0.86046511627907,0,0,7,14,"false",307,334,-27,"false","false",0.170842990873984,0.829157009126016
207,229,-22,17.25,20.8181818181818,-22,451,448,3,0,0,0,0,"first_player",22,12,11,1.68181818181818,0,0,14,7,"false",307,334,-27,"false","false",0.295416184234772,0.704583815765228
207,247,-40,17.25,20.5833333333333,-40,451,448,3,0,0,0,0,"second_player",18,12,12,2.05555555555556,0,0,14,8,"false",307,334,-27,"false","false",0.289417131491871,0.710582868508129
230,247,-17,17.6923076923077,20.5833333333333,-17,451,448,3,0,0,0,0,"first_player",15,13,12,2.46666666666667,0,0,11,8,"false",307,334,-27,"false","false",0.31855771307023,0.68144228692977
252,269,-17,18,19.2142857142857,-17,451,448,3,0,0,0,0,"second_player",7,14,14,5.28571428571429,0,0,8,7,"false",307,334,-27,"false","false",0.43249601668096,0.56750398331904
260,269,-9,17.3333333333333,19.2142857142857,-9,451,448,3,0,0,0,0,"first_player",4,15,14,9.25,0,0,9,7,"false",307,334,-27,"false","false",0.369487053058437,0.630512946941563
300,316,-16,17.6470588235294,19.75,-16,451,448,3,0,0,0,0,"first_player",-9,17,16,-4.11111111111111,0,0,9,3,"false",307,334,-27,"false","false",0.340399939448758,0.659600060551242
300,321,-21,17.6470588235294,18.8823529411765,-21,451,448,3,0,0,0,0,"second_player",-13,17,17,-2.84615384615385,0,0,9,1,"false",307,334,-27,"false","false",0.437741544371382,0.562258455628618
307,326,-19,16.1578947368421,18.1111111111111,-19,451,448,3,0,0,0,0,"first_player",-18,19,18,-2.05555555555556,0,0,4,1,"true",307,334,-27,"false","false",0.309891369239993,0.690108630760007
18,22,-4,18,22,-4,1237,1277,-40,0,0,0,0,"second_player",89,1,1,0.325842696629214,0,0,9,7,"false",408,354,54,"true","false",0.458101071902524,0.541898928097476
35,22,13,17.5,22,13,1237,1277,-40,0,0,0,0,"first_player",86,2,1,0.337209302325581,0,0,7,7,"false",408,354,54,"true","false",0.450173144908066,0.549826855091934
88,70,18,22,23.3333333333333,18,1237,1277,-40,0,0,0,0,"first_player",70,4,3,0.414285714285714,0,0,19,24,"false",408,354,54,"true","false",0.491152233983638,0.508847766016362
88,84,4,22,21,4,1237,1277,-40,0,0,0,0,"second_player",66,4,4,0.439393939393939,0,0,19,20,"false",408,354,54,"true","true",0.535357062975373,0.464642937024627
117,84,33,23.4,21,33,1237,1277,-40,0,0,0,0,"first_player",64,5,4,0.453125,0,0,16,20,"false",408,354,54,"true","true",0.610066871491001,0.389933128508999
117,115,2,23.4,23,2,1237,1277,-40,0,0,0,0,"second_player",59,5,5,0.491525423728814,0,0,16,18,"false",408,354,54,"true","true",0.512303441540017,0.487696558459983
185,115,70,30.8333333333333,23,70,1237,1277,-40,0,0,0,0,"first_player",54,6,5,0.537037037037037,0,0,7,18,"false",408,354,54,"true","true",0.82149547916513,0.17850452083487
185,131,54,30.8333333333333,21.8333333333333,54,1237,1277,-40,0,0,0,0,"second_player",50,6,6,0.58,0,1,7,13,"false",408,354,54,"true","true",0.773081894182462,0.226918105817538
259,145,114,32.375,20.7142857142857,114,1237,1277,-40,0,0,0,0,"first_player",40,8,7,0.725,1,1,8,9,"false",408,354,54,"true","true",0.97204375761291,0.0279562423870896
289,210,79,32.1111111111111,26.25,79,1237,1277,-40,0,0,0,0,"first_player",27,9,8,1.07407407407407,1,0,6,9,"false",408,354,54,"true","true",0.930165787276274,0.0698342127237256
367,279,88,33.3636363636364,27.9,88,1237,1277,-40,0,0,0,0,"first_player",9,11,10,3.22222222222222,0,0,22,13,"false",408,354,54,"true","true",0.928114988492645,0.0718850115073546
374,310,64,31.1666666666667,28.1818181818182,64,1237,1277,-40,0,0,0,0,"first_player",2,12,11,14.5,0,0,23,8,"false",408,354,54,"true","true",0.851671689185042,0.148328310814958
408,338,70,29.1428571428571,26,70,1237,1277,-40,0,0,0,0,"first_player",-12,14,13,-2.41666666666667,0,0,6,1,"false",408,354,54,"true","true",0.864506207570121,0.135493792429879
